##FILE_TYPE,問題DATA,,,,,,,,,,,,,,,,,,,
##YEAR,2007,,,,,,,,,,,,,,,,,,,
##UDATE,2007/4/24,,,,,,,,,,,,,,,,,,,
##VERSION,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
##DATA_START,,,,,,,,,,,,,,,,,,,,
ID,(1)教科書[ID],(1)設問[ID],(1)章[ID],(1)章[番号],,,(1)PAGE,(1)文例,SORT-KEY,[単語](英),[単語](品詞),[単語](英)アクセント,[単語](日),[単語](語形),[単語](語形)答,[熟語](英),[熟語](日),[長文](英),[長文](日),[OPTION]1
241,73,"1,2,3,4,6,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,56,169,clear,clear,,,明るい；晴れた；はっきりした；～をきれいにする,副詞形,clearly,,,<S>It's <B>clear</B> that we have to do something</S> about this problem.,この問題について私たちが何かしなければならないのは<B>明らか</B>だ。,
242,73,6,3,1,第1章　中学必修語200,§3　形容詞40,56,169,clear,clear,,,明るい；晴れた；はっきりした；～をきれいにする,名詞形「明るさ」,clearness,,,<S>It's <B>clear</B> that we have to do something</S> about this problem.,この問題について私たちが何かしなければならないのは<B>明らか</B>だ。,
243,73,6,3,1,第1章　中学必修語200,§3　形容詞40,56,169,clear,clear,,,明るい；晴れた；はっきりした；～をきれいにする,名詞形「一掃，片付け」,clearance,,,<S>It's <B>clear</B> that we have to do something</S> about this problem.,この問題について私たちが何かしなければならないのは<B>明らか</B>だ。,
244,73,"1,2,3,4,6,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,56,170,wrong,wrong,,,悪くて，不正で,副詞形,wrongly,,,<S>My clock was set to the <B>wrong</B> time</S>.,私の時計は<B>間違った</B>時間にセットされていた。,
245,73,"1,2,3,4,6,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,56,171,clean,clean,,,清潔な；潔白な；～をきれいにする,反義語,dirty,,,"After my father cooked dinner, <S>the kitchen was not very <B>clean</B></S>.",父が夕食を料理した後は，台所はあまり<B>きれいで</B>はなかった。,
246,73,6,3,1,第1章　中学必修語200,§3　形容詞40,56,171,clean,clean,,,清潔な；潔白な；～をきれいにする,名詞形「掃除機」,cleaner,,,"After my father cooked dinner, <S>the kitchen was not very <B>clean</B></S>.",父が夕食を料理した後は，台所はあまり<B>きれいで</B>はなかった。,
247,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,56,172,glad,glad,,,嬉しくて，喜んで,副詞形,gladly,be glad (that) S+V,SVして嬉しい,<S><SB>I'm <B>glad</B> that you will be staying</S> with us.,あなたが私たちのところに泊まっていただけるのは<B>嬉しい</B>です。,
248,73,6,3,1,第1章　中学必修語200,§3　形容詞40,56,172,glad,glad,,,嬉しくて，喜んで,名詞形,gladness,be glad (that) S+V,SVして嬉しい,<S><SB>I'm <B>glad</B> that you will be staying</S> with us.,あなたが私たちのところに泊まっていただけるのは<B>嬉しい</B>です。,
249,73,"1,2,3,4,5,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,56,173,total,to<A>tal,,1,全体の，総計の；総計，合計,,,,,<S><SB>I don't know the <B>total</B> number of words</S> in this dictionary.,私はこの辞書の<B>全</B>語数は知らない。,
250,73,"1,2,3,4,5,6,8,10,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,58,174,possible,pos<A>si<A>ble,,1,可能な；ありそうな；できる限りの,名詞形,possibility,Would it be possible to do?,doすることは可能でしょうか。,<S>Would it be <B>possible</B> to have my <SJ> hotel <SJ> room cleaned</S> by tomorrow morning?,明日の朝までに，ホテルの私の部屋を掃除してもらうことは<B>可能で</B>しょうか。,
251,73,6,3,1,第1章　中学必修語200,§3　形容詞40,58,174,possible,pos<A>si<A>ble,,1,可能な；ありそうな；できる限りの,反義語,impossible,Would it be possible to do?,doすることは可能でしょうか。,<S>Would it be <B>possible</B> to have my <SJ> hotel <SJ> room cleaned</S> by tomorrow morning?,明日の朝までに，ホテルの私の部屋を掃除してもらうことは<B>可能で</B>しょうか。,
252,73,"1,2,3,4,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,58,175,safe,safe,,,安全な；無害な,名詞形,safety,,,I think that <S>this railway is <B>safe</B> to ride</S>.,私はこの鉄道は乗って<B>安全だ</B>と思います。,
253,73,6,3,1,第1章　中学必修語200,§3　形容詞40,58,175,safe,safe,,,安全な；無害な,副詞形,safely,,,I think that <S>this railway is <B>safe</B> to ride</S>.,私はこの鉄道は乗って<B>安全だ</B>と思います。,
254,73,"1,2,3,4,5,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,58,176,several,sev<A>er<A>al,,1,いくつかの,,,,,<S>There were <B>several</B> accidents on this street</S>.,この通りでは<B>いくつか</B>事故が起こった。,
255,73,"1,2,3,4,6,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,58,177,strong,strong,,,強い，強力な；頑丈な,副詞形,strongly,,,<S>The wind has been very <B>strong</B></S> since noon.,正午から風が非常に<B>強い</B>。,
256,73,6,3,1,第1章　中学必修語200,§3　形容詞40,58,177,strong,strong,,,強い，強力な；頑丈な,名詞形,strength,,,<S>The wind has been very <B>strong</B></S> since noon.,正午から風が非常に<B>強い</B>。,
257,73,6,3,1,第1章　中学必修語200,§3　形容詞40,58,177,strong,strong,,,強い，強力な；頑丈な,動詞形,strengthen,,,<S>The wind has been very <B>strong</B></S> since noon.,正午から風が非常に<B>強い</B>。,
258,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,58,178,free,free,,,自由な；（物・場所など）空いている；無料の,名詞形,freedom,free from ~,～から自由な；～とは無縁の,<S><SB>I could not find any <B>free</B> seats</S> on the train.,電車には<B>空</B>席が全然見つからなかった。,
259,73,6,3,1,第1章　中学必修語200,§3　形容詞40,58,178,free,free,,,自由な；（物・場所など）空いている；無料の,副詞形,freely,free from ~,～から自由な；～とは無縁の,<S><SB>I could not find any <B>free</B> seats</S> on the train.,電車には<B>空</B>席が全然見つからなかった。,
260,73,"1,2,3,4,6,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,58,179,strange,strange,,,奇妙な，不思議な；未知の；慣れない,副詞形,strangely,,,<S><SB>I had a <B>strange</B> dream about</S> the future.,私は未来に関する<B>不思議な</B>夢を見た。,
261,73,6,3,1,第1章　中学必修語200,§3　形容詞40,58,179,strange,strange,,,奇妙な，不思議な；未知の；慣れない,名詞形「知らない人」,stranger,,,<S><SB>I had a <B>strange</B> dream about</S> the future.,私は未来に関する<B>不思議な</B>夢を見た。,
262,73,6,3,1,第1章　中学必修語200,§3　形容詞40,58,179,strange,strange,,,奇妙な，不思議な；未知の；慣れない,名詞形「不思議なこと」,strangeness,,,<S><SB>I had a <B>strange</B> dream about</S> the future.,私は未来に関する<B>不思議な</B>夢を見た。,
263,73,"1,2,3,4,5,6,8,10,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,58,180,angry,an<A>gry,,1,怒って，腹を立てて,名詞形,anger,be angry at  [about / over] ~,～に怒っている,<S>The tourist was very <B>angry</B></S> when he could not buy a ticket.,その観光客は，チケットが買えなかったときにとても<B>腹を立て</B>た。,
264,73,6,3,1,第1章　中学必修語200,§3　形容詞40,58,180,angry,an<A>gry,,1,怒って，腹を立てて,副詞形,angrily,be angry at  [about / over] ~,～に怒っている,<S>The tourist was very <B>angry</B></S> when he could not buy a ticket.,その観光客は，チケットが買えなかったときにとても<B>腹を立て</B>た。,
265,73,"1,2,3,4,6,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,58,181,dry,dry,,,乾いた，乾燥した；～を乾かす,名詞形,drier,,,There has been no rain this summer and <S>the lake is almost <B>dry</B></S>.,この夏は全然雨が降らず，湖がほとんど<B>干上がって</B>いる。,
266,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,60,182,full,full,,,いっぱいの，満ちた；十分な,動詞形,fill,be full of ~,～でいっぱいだ,<S>The market was <B>full</B> of people</S> before the holiday.,休日前，その市場は人で<B>いっぱい</B>だった。,
267,73,6,3,1,第1章　中学必修語200,§3　形容詞40,60,182,full,full,,,いっぱいの，満ちた；十分な,副詞形,fully,be full of ~,～でいっぱいだ,<S>The market was <B>full</B> of people</S> before the holiday.,休日前，その市場は人で<B>いっぱい</B>だった。,
268,73,"1,2,3,4,5,6,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,60,183,quiet,qui<A>et,,1,静かな，穏やかな,副詞形,quietly,,,"I like walking in the forest, <S>as it is very <B>quiet</B></S>.",とても<B>静か</B>だから，私は森を歩くのが好きだ。,
269,73,6,3,1,第1章　中学必修語200,§3　形容詞40,60,183,quiet,qui<A>et,,1,静かな，穏やかな,名詞形,quietness,,,"I like walking in the forest, <S>as it is very <B>quiet</B></S>.",とても<B>静か</B>だから，私は森を歩くのが好きだ。,
270,73,"1,2,3,4,6,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,60,184,fresh,fresh,,,新鮮な，新しい,名詞形,freshness,,,<S>We had some <B>fresh</B> milk</S> to drink on the farm.,私たちは農場で<B>新鮮な</B>牛乳を飲んだ。,
271,73,6,3,1,第1章　中学必修語200,§3　形容詞40,60,184,fresh,fresh,,,新鮮な，新しい,副詞形,freshly,,,<S>We had some <B>fresh</B> milk</S> to drink on the farm.,私たちは農場で<B>新鮮な</B>牛乳を飲んだ。,
272,73,"1,2,3,4,5,6,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,60,185,real,re<A>al,,1,真の，本当の；現実の，実際の,副詞形,really,,,<S>The <B>real</B> problem is that we don't have enough <SJ> energy</S>.,<B>本当の</B>問題は，私たちに十分なエネルギーがないことだ。,
273,73,6,3,1,第1章　中学必修語200,§3　形容詞40,60,185,real,re<A>al,,1,真の，本当の；現実の，実際の,名詞形,reality,,,<S>The <B>real</B> problem is that we don't have enough <SJ> energy</S>.,<B>本当の</B>問題は，私たちに十分なエネルギーがないことだ。,
274,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,60,186,sick,sick,,,病気の；吐きそうな,名詞形,sickness,fall sick,病気にかかる,<S><SB>I felt <B>sick</B> after riding my bicycle</S> in the summer heat.,夏の暑い中を自転車に乗ったら，気分が<B>悪く</B>なった。,
275,73,6,3,1,第1章　中学必修語200,§3　形容詞40,60,186,sick,sick,,,病気の；吐きそうな,類義語,ill,fall sick,病気にかかる,<S><SB>I felt <B>sick</B> after riding my bicycle</S> in the summer heat.,夏の暑い中を自転車に乗ったら，気分が<B>悪く</B>なった。,
276,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,62,187,straight,straight,,,まっすぐな，一直線の；直立した,副詞形,straightly,straight away,直ちに,<S>The <SJ> river's <SJ> course through the <SJ> town was almost <B>straight</B></S>.,町の中の川の流れは，ほとんど<B>まっすぐだ</B>った。,
277,73,6,3,1,第1章　中学必修語200,§3　形容詞40,62,187,straight,straight,,,まっすぐな，一直線の；直立した,反義語,curved,straight away,直ちに,The <SJ> river's <SJ> course through the <SJ> town was almost <B>straight</B></S>.,町の中の川の流れは，ほとんど<B>まっすぐだ</B>った。,
278,73,6,3,1,第1章　中学必修語200,§3　形容詞40,62,187,straight,straight,,,まっすぐな，一直線の；直立した,関連語「率直な」,straightforward ,straight away,直ちに,The <SJ> river's <SJ> course through the <SJ> town was almost <B>straight</B></S>.,町の中の川の流れは，ほとんど<B>まっすぐだ</B>った。,
279,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,62,188,weak,weak,,,弱い；弱々しい,同音語「弱さ」,week,be weak at [in] ~,～が苦手だ，うまくない,<S>Some <B>weak</B> light came in</S> through the window.,<B>弱い</B>光が窓から差し込んできた。,
280,73,6,3,1,第1章　中学必修語200,§3　形容詞40,62,188,weak,weak,,,弱い；弱々しい,名詞形,weakness,be weak at [in] ~,～が苦手だ，うまくない,<S>Some <B>weak</B> light came in</S> through the window.,<B>弱い</B>光が窓から差し込んできた。,
281,73,6,3,1,第1章　中学必修語200,§3　形容詞40,62,188,weak,weak,,,弱い；弱々しい,反義語,strong,be weak at [in] ~,～が苦手だ，うまくない,<S>Some <B>weak</B> light came in</S> through the window.,<B>弱い</B>光が窓から差し込んできた。,
282,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,62,189,rich,rich,,,金持ちの；豊富で，豊かな,名詞形,richness,be rich in ~,～に富んでいる,<S><SB>I dream of being <B>rich</B> some day</S>.,私はいつか<B>お金持ちに</B>なることを夢見ている。,
283,73,6,3,1,第1章　中学必修語200,§3　形容詞40,62,189,rich,rich,,,金持ちの；豊富で，豊かな,副詞形,richly,be rich in ~,～に富んでいる,<S><SB>I dream of being <B>rich</B> some day</S>.,私はいつか<B>お金持ちに</B>なることを夢見ている。,
284,73,6,3,1,第1章　中学必修語200,§3　形容詞40,62,189,rich,rich,,,金持ちの；豊富で，豊かな,反義語,poor,be rich in ~,～に富んでいる,<S><SB>I dream of being <B>rich</B> some day</S>.,私はいつか<B>お金持ちに</B>なることを夢見ている。,
285,73,"1,2,3,4,6,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,62,190,wide,wide,,,幅の広い；広大な；大きく開いた；広く,名詞形,width,,,He painted <S>the <SJ> wall of the <SJ> house with a <B>wide</B> brush</S>.,彼は家の壁を<B>幅の広い</B>ブラシで塗った。,
286,73,6,3,1,第1章　中学必修語200,§3　形容詞40,62,190,wide,wide,,,幅の広い；広大な；大きく開いた；広く,副詞形,widely,,,He painted <S>the <SJ> wall of the <SJ> house with a <B>wide</B> brush</S>.,彼は家の壁を<B>幅の広い</B>ブラシで塗った。,
287,73,"1,2,3,4,6,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,62,191,dark,dark,,,暗い；薄黒い,名詞形,darkness,,,<S>The room became <B>dark</B> as the clouds moved across</S> the sun.,雲が太陽をさえぎったとき，部屋は<B>暗く</B>なった。,
288,73,6,3,1,第1章　中学必修語200,§3　形容詞40,62,191,dark,dark,,,暗い；薄黒い,動詞形,darken,,,<S>The room became <B>dark</B> as the clouds moved across</S> the sun.,雲が太陽をさえぎったとき，部屋は<B>暗く</B>なった。,
289,73,6,3,1,第1章　中学必修語200,§3　形容詞40,62,191,dark,dark,,,暗い；薄黒い,反義語,light,,,<S>The room became <B>dark</B> as the clouds moved across</S> the sun.,雲が太陽をさえぎったとき，部屋は<B>暗く</B>なった。,
290,73,"1,2,3,4,6,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,64,192,slow,slow,,,遅い，のろい,副詞形,slowly,,,"He is good at his job, <S>but he is very <B>slow</B></S>.",彼は仕事を上手にやるが，とても仕事ぶりが<B>遅い</B>。,
291,73,6,3,1,第1章　中学必修語200,§3　形容詞40,64,192,slow,slow,,,遅い，のろい,反義語「速い」,fast,,,"He is good at his job, <S>but he is very <B>slow</B></S>.",彼は仕事を上手にやるが，とても仕事ぶりが<B>遅い</B>。,
292,73,6,3,1,第1章　中学必修語200,§3　形容詞40,64,192,slow,slow,,,遅い，のろい,反義語「迅速な」,rapid,,,"He is good at his job, <S>but he is very <B>slow</B></S>.",彼は仕事を上手にやるが，とても仕事ぶりが<B>遅い</B>。,
293,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,64,193,sad,sad,,,悲しい，悲しそうな；悲しませる,名詞形,sadness,be sad to do,doして悲しい,<S><SB>I was <B>sad</B> to hear the news</S>.,その知らせを聞いて，私は<B>悲し</B>かった。,
294,73,6,3,1,第1章　中学必修語200,§3　形容詞40,64,193,sad,sad,,,悲しい，悲しそうな；悲しませる,副詞形,sadly,be sad to do,doして悲しい,<S><SB>I was <B>sad</B> to hear the news</S>.,その知らせを聞いて，私は<B>悲し</B>かった。,
295,73,6,3,1,第1章　中学必修語200,§3　形容詞40,64,193,sad,sad,,,悲しい，悲しそうな；悲しませる,反義語,glad,be sad to do,doして悲しい,<S><SB>I was <B>sad</B> to hear the news</S>.,その知らせを聞いて，私は<B>悲し</B>かった。,
296,73,"1,2,3,4,6,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,64,194,sweet,sweet,,,甘い；甘さ；甘い物,同音語「スイートルーム」,suite,,,"<S>She likes to eat <B>sweet</B> things</S>, but she knows she shouldn't.",彼女は<B>甘い</B>物を食べるのが好きだが，食べてはいけないのはわかっている。,
297,73,6,3,1,第1章　中学必修語200,§3　形容詞40,64,194,sweet,sweet,,,甘い；甘さ；甘い物,名詞形,sweetness,,,"<S>She likes to eat <B>sweet</B> things</S>, but she knows she shouldn't.",彼女は<B>甘い</B>物を食べるのが好きだが，食べてはいけないのはわかっている。,
298,73,6,3,1,第1章　中学必修語200,§3　形容詞40,64,194,sweet,sweet,,,甘い；甘さ；甘い物,動詞形,sweeten,,,"<S>She likes to eat <B>sweet</B> things</S>, but she knows she shouldn't.",彼女は<B>甘い</B>物を食べるのが好きだが，食べてはいけないのはわかっている。,
299,73,"1,2,3,4,5,6,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,64,195,healthy,health<A>y,,1,健康な；健康によい；健全な,名詞形,health,,,<S>The way my father stays <B>healthy</B></S> is by eating only fresh food.,私の父が<B>健康</B>を保つ方法は，新鮮な食べ物しか食べないことだ。,
300,73,6,3,1,第1章　中学必修語200,§3　形容詞40,64,195,healthy,health<A>y,,1,健康な；健康によい；健全な,形容詞形,healthful,,,<S>The way my father stays <B>healthy</B></S> is by eating only fresh food.,私の父が<B>健康</B>を保つ方法は，新鮮な食べ物しか食べないことだ。,
301,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,64,196,ill,ill,,,病気の；（人や事柄の性質が）悪い,名詞形,illness,fall ill,病気にかかる,<S><SB>I became <B>ill</B> from eating</S> some bad food.,何か悪い食べ物を食べたら，私は<B>病気に</B>なってしまった。,
302,73,"6,8,10",3,1,第1章　中学必修語200,§3　形容詞40,64,196,ill,ill,,,病気の；（人や事柄の性質が）悪い,類義語「邪悪な」,wicked,speak ill of ~,～の悪口を言う,<S><SB>I became <B>ill</B> from eating</S> some bad food.,何か悪い食べ物を食べたら，私は<B>病気に</B>なってしまった。,
303,73,6,3,1,第1章　中学必修語200,§3　形容詞40,64,196,ill,ill,,,病気の；（人や事柄の性質が）悪い,類義語「（人の性質が）悪い」,ill-natured,fall ill,病気にかかる,<S><SB>I became <B>ill</B> from eating</S> some bad food.,何か悪い食べ物を食べたら，私は<B>病気に</B>なってしまった。,
304,73,"1,2,3,4,5,6,8,10,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,64,197,different,dif<A>fer<A>ent,,1,違った，異なった,名詞形,difference,be different from ~,～と異なる,"I'm sorry, but I think <S>that my plan is <B>different</B> from yours</S>.",申し訳ないのですが，私の計画はあなたのとは<B>違う</B>のです。,
305,73,6,3,1,第1章　中学必修語200,§3　形容詞40,64,197,different,dif<A>fer<A>ent,,1,違った，異なった,動詞形,differ,be different from ~,～と異なる,"I'm sorry, but I think <S>that my plan is <B>different</B> from yours</S>.",申し訳ないのですが，私の計画はあなたのとは<B>違う</B>のです。,
306,73,"1,2,3,4,5,6,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,66,198,international,in<A>ter<A>na<A>tion<A>al,,3,国際的な；国家間の,動詞形,internationalize,,,<S><SB>I don't really enjoy <B>international</B> travel</S> these days.,私は最近，<B>海外</B>旅行をそれほど好まない。,
307,73,6,3,1,第1章　中学必修語200,§3　形容詞40,66,198,international,in<A>ter<A>na<A>tion<A>al,,3,国際的な；国家間の,名詞形,internationalization,,,<S><SB>I don't really enjoy <B>international</B> travel</S> these days.,私は最近，<B>海外</B>旅行をそれほど好まない。,
308,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,66,199,late,late,,,遅れて；いつもより遅い；最近の,関連語「～を遅らせる」,delay,be late for ~,～に遅れる,<S>He is often <B>late</B> for work</S>.,彼はよく仕事に<B>遅刻する</B>。,
309,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",3,1,第1章　中学必修語200,§3　形容詞40,66,200,right,right,,,正しい；適切な；右の；右；正当；権利,同音語,write,be right to do,doするのは正しい,<S>You were <B>right</B> to say that</S> she should listen to you.,彼女があなたの言うことを聞くべきだと言ったのは<B>正しかった</B>。,
310,73,6,3,1,第1章　中学必修語200,§3　形容詞40,66,200,right,right,,,正しい；適切な；右の；右；正当；権利,副詞形,rightly,be right to do,doするのは正しい,<S>You were <B>right</B> to say that</S> she should listen to you.,彼女があなたの言うことを聞くべきだと言ったのは<B>正しい</B>。,
311,73,6,3,1,第1章　中学必修語200,§3　形容詞40,66,200,right,right,,,正しい；適切な；右の；右；正当；権利,反義語「間違った」,wrong,be right to do,doするのは正しい,<S>You were <B>right</B> to say that</S> she should listen to you.,彼女があなたの言うことを聞くべきだと言ったのは<B>正しい</B>。,
312,73,6,3,1,第1章　中学必修語200,§3　形容詞40,66,200,right,right,,,正しい；適切な；右の；右；正当；権利,反義語「左（の）」,left,be right to do,doするのは正しい,<S>You were <B>right</B> to say that</S> she should listen to you.,彼女があなたの言うことを聞くべきだと言ったのは<B>正しい</B>。,
313,73,"1,2,3,4,11,12,13,14,15,16,17",5,1,第2章　高校基礎語200,§1　動詞60,74,201,cry,cry,,,叫ぶ；（大声で）泣く,,,,,<S>She <B>cried</B> on her bed all night</S>.,彼女はベッドで一晩中<B>泣いた</B>。,
314,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",5,1,第2章　高校基礎語200,§1　動詞60,74,202,watch,watch,,,～を見る；腕時計,人を表す名詞,watcher,watch O doing,Oがdoするのを見る,<S><SB>I <B>watched</B> my <SJ> father cutting down the <SJ> tree</S> in the garden.,私は父が庭で木を切り倒しているのを<B>見た</B>。,
315,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",5,1,第2章　高校基礎語200,§1　動詞60,74,203,thank,thank,,,～に感謝する,形容詞形,thankful,thank A for B,AにBのことで感謝する,I would like <S>to <B>thank</B> you for seeing me today</S>.,本日私に会っていただき<B>感謝し</B>たいと思います。,
316,73,"1,2,3,4,8,10,11,12,13,14,15,16,17",5,1,第2章　高校基礎語200,§1　動詞60,74,204,stop,stop,,,止まる；～を止める；～をやめる；～をやめさせる,,,stop doing,doするのをやめる,<S>The car <B>stopped</B> in front of the bank</S>.,その車は銀行の正面で<B>止まった</B>。,
317,73,"1,2,3,4,5,6,11,12,13,14,15,16,17",5,1,第2章　高校基礎語200,§1　動詞60,74,205,answer,an<A>swer,,1,～に答える，返事をする；答え,反義語,ask / question,,,<S>She found the question difficult to <B>answer</B></S>.,彼女は，その問題は<B>答える</B>のが難しいと思った。,
318,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",5,1,第2章　高校基礎語200,§1　動詞60,74,206,pay,pay,,,～を払う，支払う，割に合う；支払い,名詞形「支払い」,payment,pay O for ~,Oに～（の代金）を支払う,<S><SB>I will <B>pay</B> for the tickets</S> to Osaka.,大阪までの切符は私が<B>払いま</B>しょう。,
319,73,6,5,1,第2章　高校基礎語200,§1　動詞60,74,206,pay,pay,,,～を払う，支払う，割に合う；支払い,名詞形「支払う人」,payer,pay O for ~,Oに～（の代金）を支払う,<S><SB>I will <B>pay</B> for the tickets</S> to Osaka.,大阪までの切符は私が<B>払いま</B>しょう。,
320,73,"1,2,3,4,5,6,8,10,11,12,13,14,15,16,17",5,1,第2章　高校基礎語200,§1　動詞60,74,207,believe,be<A>lieve,,2,～を信じる；～と思う,名詞形,belief,believe in ~,～（の存在）を信じる,<S><SB>I <B>believe</B> that your idea is wrong</S>.,私はあなたの考えが間違っていると<B>思います</B>。,
321,73,6,5,1,第2章　高校基礎語200,§1　動詞60,74,207,believe,be<A>lieve,,2,～を信じる；～と思う,形容詞形,believable,believe in ~,～（の存在）を信じる,<S><SB>I <B>believe</B> that your idea is wrong</S>.,私はあなたの考えが間違っていると<B>思います</B>。,
322,73,"1,2,3,4,5,6,8,10,11,12,13,14,15,16,17",5,1,第2章　高校基礎語200,§1　動詞60,76,208,forget,for<A>get,,2,～を忘れる；～し忘れる,形容詞形,forgetful,forget to do,（これから）doしたことを忘れる,<S><SB>I <B>forgot</B> to call my mother</S> on her birthday.,私は母の誕生日に電話をするのを<B>忘れてしまった</B>。,
323,73,"6,8,10",5,1,第2章　高校基礎語200,§1　動詞60,76,208,forget,for<A>get,,2,～を忘れる；～し忘れる,反義語,remember,forget doing,doしたことを忘れる,<S><SB>I <B>forgot</B> to call my mother</S> on her birthday.,私は母の誕生日に電話をするのを<B>忘れてしまった</B>。,
324,73,"1,2,3,4,11,12,13,14,15,16,17",5,1,第2章　高校基礎語200,§1　動詞60,76,209,fall,fall,,,落ちる；（雨・雪などが）降る；倒れる；落下,,,,,<S>It's cold enough for snow to <B>fall</B></S>.,雪が<B>降って</B>もいいくらい寒い。,
325,73,"1,2,3,4,8,10,11,12,13,14,15,16,17",5,1,第2章　高校基礎語200,§1　動詞60,76,210,bring,bring,,,～を持ってくる，連れてくる；～をもたらす,,,bring up ~,～を育てる,"<S>Please <B>bring</B> me that <SJ> book on top of the <SJ> table</S>, will you?",テーブルの上のその本を私に<B>持ってきて</B>もらえませんか。,
326,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",5,1,第2章　高校基礎語200,§1　動詞60,76,211,grow,grow,,,成長する，育つ；（次第に）～になる，～を栽培する；（髪・ひげなど）を生やす,名詞形,growth,grow up,成長する,"<S>A tall tree <B>grew</B> here</S>, but it was cut down last month.",ここに大きな木が<B>育っていた</B>が，先月切り倒されてしまった。,
327,73,"1,2,3,4,5,6,8,10,11,12,13,14,15,16,17",5,1,第2章　高校基礎語200,§1　動詞60,76,212,visit,vis<A>it,,1,～を訪問する，訪れる；訪問,人を表す名詞,visitor,pay a visit to ~,～を訪問する,<S><SB>I <B>visited</B> my aunt <SJ> and <SJ> uncle in <SB>Sapporo</S>.,私は札幌の叔母と叔父を<B>訪れた</B>。,
328,73,"1,2,3,4,5,8,10,11,12,13,14,15,16,17",5,1,第2章　高校基礎語200,§1　動詞60,76,213,finish,fin<A>ish,,1,～を終える；終わる；終わり,,,finish doing,doすることを終える,<S><B>Finish</B> your homework before you play</S> with your toys.,おもちゃで遊ぶ前に，宿題を<B>終わらせなさい</B>。,
329,73,"8,10",5,1,第2章　高校基礎語200,§1　動詞60,76,213,finish,fin<A>ish,,1,～を終える；終わる；終わり,,,be finished (with ~),～を終える,<S><B>Finish</B> your homework before you play</S> with your toys.,おもちゃで遊ぶ前に，宿題を<B>終わらせなさい</B>。,
330,73,"1,2,3,4,5,6,11,12,13,14,15,16,17",5,1,第2章　高校基礎語200,§1　動詞60,76,214,receive,re<A>ceive,,2,～を受け取る；～をもらう,名詞形「受け取り」,reception,,,<S><SB>I <B>received</B> a new bicycle for my birthday</S>.,私は誕生日に新しい自転車を<B>もらった</B>。,
